tahun,jenis_prep,daerah_prep,garis-kemiskinan-perkapita,pengeluaran-perkapita,upah-minimum-provinsi,upah-pekerja-perjam,gaji,target
2017,1,1,118820.0,915099.0,1956727.0,15624,2499840,3
2018,1,1,123953.0,899792.0,2127157.0,15889,2542240,3
2018,1,1,125078.0,899792.0,2127157.0,15889,2542240,3
2017,1,0,99414.0,492979.0,1956727.0,15624,2499840,3
2017,1,0,99519.0,492979.0,1956727.0,15624,2499840,3
2018,1,0,108143.0,506501.0,2127157.0,15889,2542240,3
2018,1,0,109674.0,506501.0,2127157.0,15889,2542240,3
2017,1,2,111504.0,762916.0,1956727.0,15624,2499840,3
2017,1,2,112143.0,762916.0,1956727.0,15624,2499840,3
2018,1,2,118604.0,767056.0,2127157.0,15889,2542240,3
2018,1,2,120176.0,767056.0,2127157.0,15889,2542240,3
2019,1,1,130026.0,887615.0,2297969.0,16408,2625280,3
2019,1,1,131942.0,887615.0,2297969.0,16408,2625280,3
2020,1,1,135611.0,973020.0,2494000.0,17775,2844000,3
2020,1,1,141701.0,973020.0,2494000.0,17775,2844000,3
2019,1,0,113240.0,535918.0,2297969.0,16408,2625280,3
2019,1,0,115867.0,535918.0,2297969.0,16408,2625280,3
2020,1,0,120391.0,526845.0,2494000.0,17775,2844000,3
2020,1,0,122774.0,526845.0,2494000.0,17775,2844000,3
2019,1,2,124790.0,777972.0,2297969.0,16408,2625280,3
2019,1,2,126986.0,777972.0,2297969.0,16408,2625280,3
2020,1,2,130889.0,834520.0,2494000.0,17775,2844000,3
2020,1,2,136013.0,834520.0,2494000.0,17775,2844000,3
2021,1,1,145944.0,963313.0,2494000.0,17662,2825920,3
2021,1,1,148574.0,963313.0,2494000.0,17662,2825920,3
2022,1,1,152669.0,950309.0,2516971.0,16857,2697120,3
2022,1,1,163784.0,950309.0,2516971.0,16857,2697120,3
2021,1,0,126411.0,544917.0,2494000.0,17662,2825920,3
2021,1,0,127328.0,544917.0,2494000.0,17662,2825920,3
2022,1,0,131527.0,540494.0,2516971.0,16857,2697120,3
2022,1,0,141203.0,540494.0,2516971.0,16857,2697120,3
2021,1,2,140201.0,840152.0,2494000.0,17662,2825920,3
2021,1,2,142437.0,840152.0,2494000.0,17662,2825920,3
2022,1,2,146604.0,832754.0,2516971.0,16857,2697120,3
2022,1,2,157398.0,832754.0,2516971.0,16857,2697120,3
2015,2,1,332999.0,1179578.0,1621172.0,11038,1766080,3
2015,2,1,341554.0,1179578.0,1621172.0,11038,1766080,3
2016,2,1,348571.0,1227087.0,1807600.0,14852,2376320,3
2016,2,1,357427.0,1227087.0,1807600.0,14852,2376320,3
2015,2,0,304005.0,830471.0,1621172.0,11038,1766080,3
2015,2,0,314218.0,830471.0,1621172.0,11038,1766080,3
2016,2,0,322660.0,883016.0,1807600.0,14852,2376320,3
2016,2,0,328033.0,883016.0,1807600.0,14852,2376320,3
2015,2,2,321834.0,1045145.0,1621172.0,11038,1766080,3
2015,2,2,331028.0,1045145.0,1621172.0,11038,1766080,3
2016,2,2,338967.0,1099561.0,1807600.0,14852,2376320,3
2016,2,2,346398.0,1099561.0,1807600.0,14852,2376320,3
2017,2,1,370615.0,1544578.0,1956727.0,15624,2499840,3
2017,2,1,371118.0,1544578.0,1956727.0,15624,2499840,3
2018,2,1,387566.0,1546388.0,2127157.0,15889,2542240,3
2018,2,1,393989.0,1546388.0,2127157.0,15889,2542240,3
2017,2,0,345342.0,955168.0,1956727.0,15624,2499840,3
2017,2,0,350826.0,955168.0,1956727.0,15624,2499840,3
2018,2,0,372828.0,1014963.0,2127157.0,15889,2542240,3
2018,2,0,376733.0,1014963.0,2127157.0,15889,2542240,3
2017,2,2,361387.0,1332084.0,1956727.0,15624,2499840,3
2017,2,2,364064.0,1332084.0,1956727.0,15624,2499840,3
2018,2,2,382599.0,1367032.0,2127157.0,15889,2542240,3
2018,2,2,388451.0,1367032.0,2127157.0,15889,2542240,3
2019,2,1,408795.0,1537470.0,2297969.0,16408,2625280,3
2019,2,1,424292.0,1537470.0,2297969.0,16408,2625280,3
2020,2,1,443070.0,1697998.0,2494000.0,17775,2844000,3
2020,2,1,451634.0,1697998.0,2494000.0,17775,2844000,3
2019,2,0,383118.0,1055307.0,2297969.0,16408,2625280,3
2019,2,0,387546.0,1055307.0,2297969.0,16408,2625280,3
2020,2,0,401291.0,1091290.0,2494000.0,17775,2844000,3
2020,2,0,407316.0,1091290.0,2494000.0,17775,2844000,3
2019,2,2,400624.0,1387153.0,2297969.0,16408,2625280,3
2019,2,2,412906.0,1387153.0,2297969.0,16408,2625280,3
2020,2,2,429834.0,1509665.0,2494000.0,17775,2844000,3
2020,2,2,438167.0,1509665.0,2494000.0,17775,2844000,3
2021,2,1,467189.0,1630920.0,2494000.0,17662,2825920,3
2021,2,1,474322.0,1630920.0,2494000.0,17662,2825920,3
2022,2,1,499572.0,1589383.0,2516971.0,16857,2697120,3
2022,2,1,530820.0,1589383.0,2516971.0,16857,2697120,3
2021,2,0,417722.0,1079579.0,2494000.0,17662,2825920,3
2021,2,0,429877.0,1079579.0,2494000.0,17662,2825920,3
2022,2,0,449697.0,1077707.0,2516971.0,16857,2697120,3
2022,2,0,476031.0,1077707.0,2516971.0,16857,2697120,3
2021,2,2,452221.0,1468624.0,2494000.0,17662,2825920,3
2021,2,2,461532.0,1468624.0,2494000.0,17662,2825920,3
2022,2,2,485021.0,1442609.0,2516971.0,16857,2697120,3
2022,2,2,515038.0,1442609.0,2516971.0,16857,2697120,3
2015,0,1,238797.0,373402.0,1330000.0,9187,1469920,3
2015,0,1,244162.0,373402.0,1330000.0,9187,1469920,3
2016,0,1,251734.0,442888.0,1482950.0,9940,1590400,3
2016,0,1,252343.0,442888.0,1482950.0,9940,1590400,3
2015,0,0,232281.0,341583.0,1330000.0,9187,1469920,3
2015,0,0,238879.0,341583.0,1330000.0,9187,1469920,3
2016,0,0,249490.0,385012.0,1482950.0,9940,1590400,3
2016,0,0,249501.0,385012.0,1482950.0,9940,1590400,3
2015,0,2,235036.0,355034.0,1330000.0,9187,1469920,3
2015,0,2,241112.0,355034.0,1330000.0,9187,1469920,3
2016,0,2,250371.0,410112.0,1482950.0,9940,1590400,3
2016,0,2,250737.0,410112.0,1482950.0,9940,1590400,3
2017,0,1,259057.0,490606.0,1631245.0,10962,1753920,3
2017,0,1,267116.0,490606.0,1631245.0,10962,1753920,3
2018,0,1,279003.0,565819.0,1825000.0,11359,1817440,2
2018,0,1,284496.0,565819.0,1825000.0,11359,1817440,2
2017,0,0,255797.0,430953.0,1631245.0,10962,1753920,3
2017,0,0,260052.0,430953.0,1631245.0,10962,1753920,3
2018,0,0,271987.0,489716.0,1825000.0,11359,1817440,2
2018,0,0,272119.0,489716.0,1825000.0,11359,1817440,2
2017,0,2,257263.0,457616.0,1631245.0,10962,1753920,3
2017,0,2,263301.0,457616.0,1631245.0,10962,1753920,3
2018,0,2,275124.0,525091.0,1825000.0,11359,1817440,2
2018,0,2,277943.0,525091.0,1825000.0,11359,1817440,2
2019,0,1,294223.0,573132.0,2012610.0,11954,1912640,2
2019,0,1,301167.0,573132.0,2012610.0,11954,1912640,2
2020,0,1,312088.0,613446.0,2183883.0,13627,2180320,2
2020,0,1,314001.0,613446.0,2183883.0,13627,2180320,2
2019,0,0,280269.0,508746.0,2012610.0,11954,1912640,2
2019,0,0,285008.0,508746.0,2012610.0,11954,1912640,2
2020,0,0,293862.0,537421.0,2183883.0,13627,2180320,2
2020,0,0,296269.0,537421.0,2183883.0,13627,2180320,2
2019,0,2,286871.0,539863.0,2012610.0,11954,1912640,2
2019,0,2,292522.0,539863.0,2012610.0,11954,1912640,2
2020,0,2,302545.0,574202.0,2183883.0,13627,2180320,2
2020,0,2,304982.0,574202.0,2183883.0,13627,2180320,2
2021,0,1,325304.0,683662.0,2183883.0,12992,2078720,2
2021,0,1,336346.0,683662.0,2183883.0,12992,2078720,2
2022,0,1,349371.0,707430.0,2207212.0,11734,1877440,2
2022,0,1,373497.0,707430.0,2207212.0,11734,1877440,2
2021,0,0,311567.0,592603.0,2183883.0,12992,2078720,2
2021,0,0,320916.0,592603.0,2183883.0,12992,2078720,2
2022,0,0,336060.0,625547.0,2207212.0,11734,1877440,2
2022,0,0,361266.0,625547.0,2207212.0,11734,1877440,2
2021,0,2,318425.0,637897.0,2183883.0,12992,2078720,2
2021,0,2,328699.0,637897.0,2183883.0,12992,2078720,2
2022,0,2,342789.0,666966.0,2207212.0,11734,1877440,2
2022,0,2,367535.0,666966.0,2207212.0,11734,1877440,2
2015,1,1,89328.0,381980.0,1330000.0,9187,1469920,3
2015,1,1,91123.0,381980.0,1330000.0,9187,1469920,3
2016,1,1,91846.0,431455.0,1482950.0,9940,1590400,3
2016,1,1,94237.0,431455.0,1482950.0,9940,1590400,3
2015,1,0,71786.0,263291.0,1330000.0,9187,1469920,3
2015,1,0,74588.0,263291.0,1330000.0,9187,1469920,3
2016,1,0,77166.0,288557.0,1482950.0,9940,1590400,3
2016,1,0,79274.0,288557.0,1482950.0,9940,1590400,3
2015,1,2,79202.0,313465.0,1330000.0,9187,1469920,3
2015,1,2,81577.0,313465.0,1330000.0,9187,1469920,3
2016,1,2,83624.0,350529.0,1482950.0,9940,1590400,3
2016,1,2,85836.0,350529.0,1482950.0,9940,1590400,3
2017,1,1,96193.0,460071.0,1631245.0,10962,1753920,3
2017,1,1,96581.0,460071.0,1631245.0,10962,1753920,3
2018,1,1,98141.0,468883.0,1825000.0,11359,1817440,2
2018,1,1,99982.0,468883.0,1825000.0,11359,1817440,2
2017,1,0,81535.0,285334.0,1631245.0,10962,1753920,3
2017,1,0,83335.0,285334.0,1631245.0,10962,1753920,3
2018,1,0,84374.0,327291.0,1825000.0,11359,1817440,2
2018,1,0,91635.0,327291.0,1825000.0,11359,1817440,2
2017,1,2,88078.0,363435.0,1631245.0,10962,1753920,3
2017,1,2,89389.0,363435.0,1631245.0,10962,1753920,3
2018,1,2,90777.0,393107.0,1825000.0,11359,1817440,2
2018,1,2,95622.0,393107.0,1825000.0,11359,1817440,2
2019,1,1,102473.0,559054.0,2012610.0,11954,1912640,2
2019,1,1,103921.0,559054.0,2012610.0,11954,1912640,2
2020,1,1,105643.0,598236.0,2183883.0,13627,2180320,2
2020,1,1,105923.0,598236.0,2183883.0,13627,2180320,2
2019,1,0,93853.0,424611.0,2012610.0,11954,1912640,2
2019,1,0,95683.0,424611.0,2012610.0,11954,1912640,2
2020,1,0,99356.0,438075.0,2183883.0,13627,2180320,2
2020,1,0,100231.0,438075.0,2183883.0,13627,2180320,2
2019,1,2,98009.0,489587.0,2012610.0,11954,1912640,2
2019,1,2,99662.0,489587.0,2012610.0,11954,1912640,2
2020,1,2,102397.0,515561.0,2183883.0,13627,2180320,2
2020,1,2,103023.0,515561.0,2183883.0,13627,2180320,2
2021,1,1,109147.0,658565.0,2183883.0,12992,2078720,2
2021,1,1,116509.0,658565.0,2183883.0,12992,2078720,2
2022,1,1,121061.0,582407.0,2207212.0,11734,1877440,2
2022,1,1,128090.0,582407.0,2207212.0,11734,1877440,2
2021,1,0,101079.0,461751.0,2183883.0,12992,2078720,2
2021,1,0,109465.0,461751.0,2183883.0,12992,2078720,2
2022,1,0,112906.0,402893.0,2207212.0,11734,1877440,2
2022,1,0,116558.0,402893.0,2207212.0,11734,1877440,2
2021,1,2,105080.0,559650.0,2183883.0,12992,2078720,2
2021,1,2,113012.0,559650.0,2183883.0,12992,2078720,2
2022,1,2,117038.0,493696.0,2207212.0,11734,1877440,2
2022,1,2,122419.0,493696.0,2207212.0,11734,1877440,2
2015,2,1,328125.0,755382.0,1330000.0,9187,1469920,3
2015,2,1,335284.0,755382.0,1330000.0,9187,1469920,3
2016,2,1,343580.0,874344.0,1482950.0,9940,1590400,3
2016,2,1,346581.0,874344.0,1482950.0,9940,1590400,3
2015,2,0,304068.0,604874.0,1330000.0,9187,1469920,3
2015,2,0,313466.0,604874.0,1330000.0,9187,1469920,3
2016,2,0,326656.0,673569.0,1482950.0,9940,1590400,3
2016,2,0,328775.0,673569.0,1482950.0,9940,1590400,3
2015,2,2,314238.0,668499.0,1330000.0,9187,1469920,3
2015,2,2,322689.0,668499.0,1330000.0,9187,1469920,3
2016,2,2,333995.0,760641.0,1482950.0,9940,1590400,3
2016,2,2,336573.0,760641.0,1482950.0,9940,1590400,3
2017,2,1,355250.0,950677.0,1631245.0,10962,1753920,3
2017,2,1,363697.0,950677.0,1631245.0,10962,1753920,3
2018,2,1,377145.0,1034704.0,1825000.0,11359,1817440,2
2018,2,1,384479.0,1034704.0,1825000.0,11359,1817440,2
2017,2,0,337333.0,716288.0,1631245.0,10962,1753920,3
2017,2,0,343387.0,716288.0,1631245.0,10962,1753920,3
2018,2,0,356361.0,817007.0,1825000.0,11359,1817440,2
2018,2,0,363755.0,817007.0,1825000.0,11359,1817440,2
2017,2,2,345341.0,821052.0,1631245.0,10962,1753920,3
2017,2,2,352690.0,821052.0,1631245.0,10962,1753920,3
2018,2,2,365901.0,918199.0,1825000.0,11359,1817440,2
2018,2,2,373566.0,918199.0,1825000.0,11359,1817440,2
2019,2,1,396696.0,1132187.0,2012610.0,11954,1912640,2
2019,2,1,405087.0,1132187.0,2012610.0,11954,1912640,2
2020,2,1,417730.0,1211682.0,2183883.0,13627,2180320,2
2020,2,1,419924.0,1211682.0,2183883.0,13627,2180320,2
2019,2,0,374123.0,933358.0,2012610.0,11954,1912640,2
2019,2,0,380691.0,933358.0,2012610.0,11954,1912640,2
2020,2,0,393218.0,975497.0,2183883.0,13627,2180320,2
2020,2,0,396500.0,975497.0,2183883.0,13627,2180320,2
2019,2,2,384880.0,1029450.0,2012610.0,11954,1912640,2
2019,2,2,392184.0,1029450.0,2012610.0,11954,1912640,2
2020,2,2,404942.0,1089763.0,2183883.0,13627,2180320,2
2020,2,2,408005.0,1089763.0,2183883.0,13627,2180320,2
2021,2,1,434451.0,1342227.0,2183883.0,12992,2078720,2
2021,2,1,452855.0,1342227.0,2183883.0,12992,2078720,2
2022,2,1,470431.0,1289837.0,2207212.0,11734,1877440,2
2022,2,1,501586.0,1289837.0,2207212.0,11734,1877440,2
2021,2,0,412646.0,1054354.0,2183883.0,12992,2078720,2
2021,2,0,430381.0,1054354.0,2183883.0,12992,2078720,2
2022,2,0,448965.0,1028440.0,2207212.0,11734,1877440,2
2022,2,0,477824.0,1028440.0,2207212.0,11734,1877440,2
2021,2,2,423505.0,1197547.0,2183883.0,12992,2078720,2
2021,2,2,441711.0,1197547.0,2183883.0,12992,2078720,2
2022,2,2,459827.0,1160662.0,2207212.0,11734,1877440,2
2022,2,2,489954.0,1160662.0,2207212.0,11734,1877440,2
2015,0,1,260406.0,401053.0,1250000.0,11436,1829760,3
2015,0,1,265296.0,401053.0,1250000.0,11436,1829760,3
2016,0,1,275382.0,426417.0,1425000.0,12868,2058880,3
2016,0,1,277266.0,426417.0,1425000.0,12868,2058880,3
2015,0,0,232460.0,272347.0,1250000.0,11436,1829760,3
2015,0,0,240102.0,272347.0,1250000.0,11436,1829760,3
2016,0,0,252012.0,283013.0,1425000.0,12868,2058880,3
2016,0,0,254257.0,283013.0,1425000.0,12868,2058880,3
2015,0,2,238070.0,298180.0,1250000.0,11436,1829760,3
2015,0,2,245160.0,298180.0,1250000.0,11436,1829760,3
2016,0,2,256245.0,312312.0,1425000.0,12868,2058880,3
2016,0,2,258985.0,312312.0,1425000.0,12868,2058880,3
2017,0,1,290711.0,518425.0,1525000.0,12281,1964960,3
2017,0,1,292048.0,518425.0,1525000.0,12281,1964960,3
2018,0,1,299104.0,542216.0,1660000.0,12318,1970880,3
2018,0,1,301642.0,542216.0,1660000.0,12318,1970880,3
2017,0,0,268003.0,366408.0,1525000.0,12281,1964960,3
2017,0,0,268253.0,366408.0,1525000.0,12281,1964960,3
2018,0,0,273466.0,361460.0,1660000.0,12318,1970880,3
2018,0,0,275681.0,361460.0,1660000.0,12318,1970880,3
2017,0,2,272537.0,399251.0,1525000.0,12281,1964960,3
2017,0,2,273325.0,399251.0,1525000.0,12281,1964960,3
2018,0,2,278911.0,402921.0,1660000.0,12318,1970880,3
2018,0,2,281069.0,402921.0,1660000.0,12318,1970880,3
2019,0,1,317432.0,539898.0,1795000.0,12610,2017600,3
2019,0,1,337056.0,539898.0,1795000.0,12610,2017600,3
2020,0,1,357134.0,574081.0,1950000.0,17696,2831360,3
2020,0,1,358164.0,574081.0,1950000.0,17696,2831360,3
2019,0,0,285352.0,395098.0,1795000.0,12610,2017600,3
2019,0,0,289037.0,395098.0,1795000.0,12610,2017600,3
2020,0,0,305029.0,401712.0,1950000.0,17696,2831360,3
2020,0,0,305413.0,401712.0,1950000.0,17696,2831360,3
2019,0,2,292305.0,429498.0,1795000.0,12610,2017600,3
2019,0,2,299476.0,429498.0,1795000.0,12610,2017600,3
2020,0,2,316130.0,442700.0,1950000.0,17696,2831360,3
2020,0,2,316659.0,442700.0,1950000.0,17696,2831360,3
2021,0,1,367201.0,600232.0,1950000.0,16386,2621760,3
2021,0,1,385169.0,600232.0,1950000.0,16386,2621760,3
2022,0,1,402228.0,581779.0,1975000.0,13012,2081920,3
2022,0,1,423538.0,581779.0,1975000.0,13012,2081920,3
2021,0,0,312141.0,424725.0,1950000.0,16386,2621760,3
2021,0,0,333436.0,424725.0,1950000.0,16386,2621760,3
2022,0,0,344813.0,446350.0,1975000.0,13012,2081920,3
2022,0,0,366047.0,446350.0,1975000.0,13012,2081920,3
2021,0,2,324545.0,468252.0,1950000.0,16386,2621760,3
2021,0,2,344666.0,468252.0,1950000.0,16386,2621760,3
2022,0,2,358224.0,480749.0,1975000.0,13012,2081920,3
2022,0,2,380566.0,480749.0,1975000.0,13012,2081920,3
2015,1,1,104514.0,473374.0,1250000.0,11436,1829760,3
2015,1,1,109059.0,473374.0,1250000.0,11436,1829760,3
2016,1,1,110757.0,526696.0,1425000.0,12868,2058880,3
2016,1,1,112395.0,526696.0,1425000.0,12868,2058880,3
2015,1,0,48561.0,176028.0,1250000.0,11436,1829760,3
2015,1,0,50261.0,176028.0,1250000.0,11436,1829760,3
2016,1,0,54709.0,196941.0,1425000.0,12868,2058880,3
2016,1,0,56039.0,196941.0,1425000.0,12868,2058880,3
2015,1,2,59793.0,235710.0,1250000.0,11436,1829760,3
2015,1,2,62064.0,235710.0,1250000.0,11436,1829760,3
2016,1,2,66702.0,264315.0,1425000.0,12868,2058880,3
2016,1,2,68018.0,264315.0,1425000.0,12868,2058880,3
2017,1,1,116262.0,574119.0,1525000.0,12281,1964960,3
2017,1,1,117333.0,574119.0,1525000.0,12281,1964960,3
2018,1,1,119421.0,579797.0,1660000.0,12318,1970880,3
2018,1,1,120212.0,579797.0,1660000.0,12318,1970880,3
2017,1,0,58316.0,201792.0,1525000.0,12281,1964960,3
2017,1,0,60883.0,201792.0,1525000.0,12281,1964960,3
2018,1,0,63119.0,219096.0,1660000.0,12318,1970880,3
2018,1,0,66622.0,219096.0,1660000.0,12318,1970880,3
2017,1,2,70859.0,282232.0,1525000.0,12281,1964960,3
2017,1,2,73412.0,282232.0,1525000.0,12281,1964960,3
2018,1,2,75987.0,301832.0,1660000.0,12318,1970880,3
2018,1,2,78999.0,301832.0,1660000.0,12318,1970880,3
2019,1,1,124193.0,613889.0,1795000.0,12610,2017600,3
2019,1,1,130258.0,613889.0,1795000.0,12610,2017600,3
2020,1,1,137255.0,672776.0,1950000.0,17696,2831360,3
2020,1,1,138027.0,672776.0,1950000.0,17696,2831360,3
2019,1,0,68332.0,229992.0,1795000.0,12610,2017600,3
2019,1,0,69974.0,229992.0,1795000.0,12610,2017600,3
2020,1,0,71183.0,251481.0,1950000.0,17696,2831360,3
2020,1,0,71833.0,251481.0,1950000.0,17696,2831360,3
2019,1,2,81617.0,321195.0,1795000.0,12610,2017600,3
2019,1,2,84286.0,321195.0,1795000.0,12610,2017600,3
2020,1,2,86875.0,351661.0,1950000.0,17696,2831360,3
2020,1,2,88053.0,351661.0,1950000.0,17696,2831360,3
2021,1,1,141383.0,663311.0,1950000.0,16386,2621760,3
2021,1,1,146024.0,663311.0,1950000.0,16386,2621760,3
2022,1,1,156513.0,676439.0,1975000.0,13012,2081920,3
2022,1,1,170478.0,676439.0,1975000.0,13012,2081920,3
2021,1,0,73829.0,276068.0,1950000.0,16386,2621760,3
2021,1,0,75333.0,276068.0,1950000.0,16386,2621760,3
2022,1,0,84266.0,310372.0,1975000.0,13012,2081920,3
2022,1,0,89496.0,310372.0,1975000.0,13012,2081920,3
2021,1,2,90571.0,372106.0,1950000.0,16386,2621760,3
2021,1,2,92941.0,372106.0,1950000.0,16386,2621760,3
2022,1,2,102599.0,403352.0,1975000.0,13012,2081920,3
2022,1,2,110343.0,403352.0,1975000.0,13012,2081920,3
2015,2,1,364920.0,874428.0,1250000.0,11436,1829760,3
2015,2,1,374355.0,874428.0,1250000.0,11436,1829760,3
2016,2,1,386139.0,953114.0,1425000.0,12868,2058880,3
2016,2,1,389661.0,953114.0,1425000.0,12868,2058880,3
2015,2,0,281022.0,448375.0,1250000.0,11436,1829760,3
2015,2,0,290363.0,448375.0,1250000.0,11436,1829760,3
2016,2,0,306721.0,479954.0,1425000.0,12868,2058880,3
2016,2,0,310296.0,479954.0,1425000.0,12868,2058880,3
2015,2,2,297863.0,533891.0,1250000.0,11436,1829760,3
2015,2,2,307224.0,533891.0,1250000.0,11436,1829760,3
2016,2,2,322947.0,576627.0,1425000.0,12868,2058880,3
2016,2,2,327003.0,576627.0,1425000.0,12868,2058880,3
2017,2,1,406973.0,1092545.0,1525000.0,12281,1964960,3
2017,2,1,409382.0,1092545.0,1525000.0,12281,1964960,3
2018,2,1,418525.0,1122013.0,1660000.0,12318,1970880,3
2018,2,1,421855.0,1122013.0,1660000.0,12318,1970880,3
2017,2,0,326320.0,568200.0,1525000.0,12281,1964960,3
2017,2,0,329136.0,568200.0,1525000.0,12281,1964960,3
2018,2,0,336584.0,580557.0,1660000.0,12318,1970880,3
2018,2,0,342303.0,580557.0,1660000.0,12318,1970880,3
2017,2,2,343396.0,681483.0,1525000.0,12281,1964960,3
2017,2,2,346737.0,681483.0,1525000.0,12281,1964960,3
2018,2,2,354898.0,704754.0,1660000.0,12318,1970880,3
2018,2,2,360069.0,704754.0,1660000.0,12318,1970880,3
2019,2,1,441625.0,1153788.0,1795000.0,12610,2017600,3
2019,2,1,467314.0,1153788.0,1795000.0,12610,2017600,3
2020,2,1,494388.0,1246857.0,1950000.0,17696,2831360,3
2020,2,1,496191.0,1246857.0,1950000.0,17696,2831360,3
2019,2,0,353684.0,625090.0,1795000.0,12610,2017600,3
2019,2,0,359011.0,625090.0,1795000.0,12610,2017600,3
2020,2,0,376212.0,653194.0,1950000.0,17696,2831360,3
2020,2,0,377246.0,653194.0,1950000.0,17696,2831360,3
2019,2,2,373922.0,750693.0,1795000.0,12610,2017600,3
2019,2,2,383762.0,750693.0,1795000.0,12610,2017600,3
2020,2,2,403005.0,794361.0,1950000.0,17696,2831360,3
2020,2,2,404712.0,794361.0,1950000.0,17696,2831360,3
2021,2,1,508584.0,1263544.0,1950000.0,16386,2621760,3
2021,2,1,531194.0,1263544.0,1950000.0,16386,2621760,3
2022,2,1,558741.0,1258219.0,1975000.0,13012,2081920,3
2022,2,1,594016.0,1258219.0,1975000.0,13012,2081920,3
2021,2,0,385970.0,700794.0,1950000.0,16386,2621760,3
2021,2,0,408769.0,700794.0,1950000.0,16386,2621760,3
2022,2,0,429079.0,756723.0,1975000.0,13012,2081920,3
2022,2,0,455543.0,756723.0,1975000.0,13012,2081920,3
2021,2,2,415116.0,840358.0,1950000.0,16386,2621760,3
2021,2,2,437607.0,840358.0,1950000.0,16386,2621760,3
2022,2,2,460823.0,884102.0,1975000.0,13012,2081920,3
2022,2,2,490909.0,884102.0,1975000.0,13012,2081920,3
2015,0,1,250029.0,473082.0,1560000.0,12671,2027360,3
2015,0,1,259948.0,473082.0,1560000.0,12671,2027360,3
2016,0,1,265291.0,511593.0,1739400.0,13580,2172800,3
2016,0,1,275590.0,511593.0,1739400.0,13580,2172800,3
2015,0,0,257337.0,405835.0,1560000.0,12671,2027360,3
2015,0,0,271176.0,405835.0,1560000.0,12671,2027360,3
2016,0,0,277422.0,423687.0,1739400.0,13580,2172800,3
2016,0,0,289535.0,423687.0,1739400.0,13580,2172800,3
2015,0,2,255104.0,426381.0,1560000.0,12671,2027360,3
2015,0,2,267745.0,426381.0,1560000.0,12671,2027360,3
2016,0,2,275121.0,451222.0,1739400.0,13580,2172800,3
2016,0,2,285537.0,451222.0,1739400.0,13580,2172800,3
2017,0,1,286049.0,605453.0,1882900.0,14734,2357440,3
2017,0,1,305430.0,605453.0,1882900.0,14734,2357440,3
2018,0,1,323125.0,624891.0,2046900.0,14614,2338240,3
2018,0,1,331134.0,624891.0,2046900.0,14614,2338240,3
2017,0,0,302069.0,479510.0,1882900.0,14734,2357440,3
2017,0,0,315188.0,479510.0,1882900.0,14734,2357440,3
2018,0,0,320747.0,490033.0,2046900.0,14614,2338240,3
2018,0,0,326706.0,490033.0,2046900.0,14614,2338240,3
2017,0,2,297455.0,519469.0,1882900.0,14734,2357440,3
2017,0,2,312222.0,519469.0,1882900.0,14734,2357440,3
2018,0,2,321481.0,535533.0,2046900.0,14614,2338240,3
2018,0,2,328114.0,535533.0,2046900.0,14614,2338240,3
2019,0,1,348116.0,653100.0,2211500.0,15309,2449440,3
2019,0,1,366155.0,653100.0,2211500.0,15309,2449440,3
2020,0,1,379108.0,666983.0,2399699.0,16098,2575680,3
2020,0,1,382408.0,666983.0,2399699.0,16098,2575680,3
2019,0,0,337213.0,511415.0,2211500.0,15309,2449440,3
2019,0,0,345098.0,511415.0,2211500.0,15309,2449440,3
2020,0,0,351955.0,539487.0,2399699.0,16098,2575680,3
2020,0,0,353089.0,539487.0,2399699.0,16098,2575680,3
2019,0,2,340782.0,561142.0,2211500.0,15309,2449440,3
2019,0,2,351667.0,561142.0,2211500.0,15309,2449440,3
2020,0,2,361075.0,584259.0,2399699.0,16098,2575680,3
2020,0,2,362874.0,584259.0,2399699.0,16098,2575680,3
2021,0,1,388798.0,685868.0,1868777.0,16127,2580320,3
2021,0,1,407296.0,685868.0,1868777.0,16127,2580320,3
2022,0,1,418006.0,762281.0,2434328.0,16337,2613920,3
2022,0,1,445660.0,762281.0,2434328.0,16337,2613920,3
2021,0,0,360819.0,556660.0,1868777.0,16127,2580320,3
2021,0,0,377369.0,556660.0,1868777.0,16127,2580320,3
2022,0,0,387226.0,610152.0,2434328.0,16337,2613920,3
2022,0,0,407998.0,610152.0,2434328.0,16337,2613920,3
2021,0,2,370423.0,603291.0,1868777.0,16127,2580320,3
2021,0,2,387342.0,603291.0,1868777.0,16127,2580320,3
2022,0,2,397561.0,666065.0,2434328.0,16337,2613920,3
2022,0,2,421139.0,666065.0,2434328.0,16337,2613920,3
2015,1,1,84546.0,526121.0,1560000.0,12671,2027360,3
2015,1,1,87567.0,526121.0,1560000.0,12671,2027360,3
2016,1,1,87852.0,605280.0,1739400.0,13580,2172800,3
2016,1,1,90887.0,605280.0,1739400.0,13580,2172800,3
2015,1,0,61456.0,282118.0,1560000.0,12671,2027360,3
2015,1,0,66112.0,282118.0,1560000.0,12671,2027360,3
2016,1,0,68058.0,319487.0,1739400.0,13580,2172800,3
2016,1,0,71406.0,319487.0,1739400.0,13580,2172800,3
2015,1,2,68511.0,356668.0,1560000.0,12671,2027360,3
2015,1,2,72668.0,356668.0,1560000.0,12671,2027360,3
2016,1,2,72760.0,409006.0,1739400.0,13580,2172800,3
2016,1,2,77489.0,409006.0,1739400.0,13580,2172800,3
2017,1,1,93137.0,632936.0,1882900.0,14734,2357440,3
