tahun,jenis_prep,daerah_prep,garis-kemiskinan-perkapita,pengeluaran-perkapita,upah-minimum-provinsi,upah-pekerja-perjam,gaji,target
2020,0,2,389613.0,573499.0,2213604.0,17407,2785120,3
2020,0,2,392261.0,573499.0,2213604.0,17407,2785120,3
2021,0,1,449159.0,644543.0,2460996.0,18271,2923360,3
2021,0,1,462886.0,644543.0,2460996.0,18271,2923360,3
2022,0,1,480128.0,688085.0,2238094.0,16501,2640160,3
2022,0,1,508068.0,688085.0,2238094.0,16501,2640160,3
2021,0,0,386776.0,548491.0,2460996.0,18271,2923360,3
2021,0,0,405341.0,548491.0,2460996.0,18271,2923360,3
2022,0,0,416744.0,595345.0,2238094.0,16501,2640160,3
2022,0,0,437286.0,595345.0,2238094.0,16501,2640160,3
2021,0,2,405468.0,580273.0,2460996.0,18271,2923360,3
2021,0,2,423264.0,580273.0,2460996.0,18271,2923360,3
2022,0,2,435393.0,626208.0,2238094.0,16501,2640160,3
2022,0,2,457885.0,626208.0,2238094.0,16501,2640160,3
2015,1,1,109102.0,555949.0,1500000.0,12491,1998560,3
2015,1,1,111770.0,555949.0,1500000.0,12491,1998560,3
2016,1,1,114862.0,695404.0,1605000.0,13471,2155360,3
2016,1,1,122478.0,695404.0,1605000.0,13471,2155360,3
2015,1,0,69112.0,326656.0,1500000.0,12491,1998560,3
2015,1,0,74513.0,326656.0,1500000.0,12491,1998560,3
2016,1,0,76110.0,332335.0,1605000.0,13471,2155360,3
2016,1,0,91690.0,332335.0,1605000.0,13471,2155360,3
2015,1,2,81523.0,397815.0,1500000.0,12491,1998560,3
2015,1,2,86076.0,397815.0,1500000.0,12491,1998560,3
2016,1,2,91576.0,447410.0,1605000.0,13471,2155360,3
2016,1,2,101468.0,447410.0,1605000.0,13471,2155360,3
2017,1,1,127360.0,715282.0,1737412.0,14011,2241760,3
2017,1,1,129101.0,715282.0,1737412.0,14011,2241760,3
2018,1,1,136223.0,812762.0,1888741.0,14353,2296480,3
2018,1,1,142003.0,812762.0,1888741.0,14353,2296480,3
2017,1,0,97067.0,350740.0,1737412.0,14011,2241760,3
2017,1,0,97472.0,350740.0,1737412.0,14011,2241760,3
2018,1,0,108824.0,435647.0,1888741.0,14353,2296480,3
2018,1,0,117037.0,435647.0,1888741.0,14353,2296480,3
2017,1,2,106779.0,467579.0,1737412.0,14011,2241760,3
2017,1,2,107735.0,467579.0,1737412.0,14011,2241760,3
2018,1,2,117725.0,558899.0,1888741.0,14353,2296480,3
2018,1,2,125225.0,558899.0,1888741.0,14353,2296480,3
2019,1,1,144674.0,814178.0,2040407.0,14511,2321760,3
2019,1,1,146663.0,814178.0,2040407.0,14511,2321760,3
2020,1,1,149257.0,855378.0,2213604.0,17407,2785120,3
2020,1,1,150379.0,855378.0,2213604.0,17407,2785120,3
2019,1,0,123409.0,425301.0,2040407.0,14511,2321760,3
2019,1,0,129890.0,425301.0,2040407.0,14511,2321760,3
2020,1,0,131570.0,423330.0,2213604.0,17407,2785120,3
2020,1,0,132162.0,423330.0,2213604.0,17407,2785120,3
2019,1,2,130449.0,553926.0,2040407.0,14511,2321760,3
2019,1,2,135407.0,553926.0,2040407.0,14511,2321760,3
2020,1,2,137419.0,566575.0,2213604.0,17407,2785120,3
2020,1,2,138121.0,566575.0,2213604.0,17407,2785120,3
2021,1,1,155110.0,820709.0,2460996.0,18271,2923360,3
2021,1,1,161688.0,820709.0,2460996.0,18271,2923360,3
2022,1,1,167708.0,795497.0,2238094.0,16501,2640160,3
2022,1,1,178155.0,795497.0,2238094.0,16501,2640160,3
2021,1,0,137716.0,428537.0,2460996.0,18271,2923360,3
2021,1,0,142987.0,428537.0,2460996.0,18271,2923360,3
2022,1,0,149208.0,457934.0,2238094.0,16501,2640160,3
2022,1,0,162687.0,457934.0,2238094.0,16501,2640160,3
2021,1,2,143466.0,558299.0,2460996.0,18271,2923360,3
2021,1,2,149191.0,558299.0,2460996.0,18271,2923360,3
2022,1,2,155362.0,570274.0,2238094.0,16501,2640160,3
2022,1,2,167767.0,570274.0,2238094.0,16501,2640160,3
2015,2,1,397489.0,990410.0,1500000.0,12491,1998560,3
2015,2,1,425642.0,990410.0,1500000.0,12491,1998560,3
2016,2,1,430572.0,1197110.0,1605000.0,13471,2155360,3
2016,2,1,458435.0,1197110.0,1605000.0,13471,2155360,3
2015,2,0,372171.0,730379.0,1500000.0,12491,1998560,3
2015,2,0,404179.0,730379.0,1500000.0,12491,1998560,3
2016,2,0,409863.0,754513.0,1605000.0,13471,2155360,3
2016,2,0,427315.0,754513.0,1605000.0,13471,2155360,3
2015,2,2,380028.0,811077.0,1500000.0,12491,1998560,3
2015,2,2,410840.0,811077.0,1500000.0,12491,1998560,3
2016,2,2,416427.0,894794.0,1605000.0,13471,2155360,3
2016,2,2,437185.0,894794.0,1605000.0,13471,2155360,3
2017,2,1,477801.0,1261577.0,1737412.0,14011,2241760,3
2017,2,1,490475.0,1261577.0,1737412.0,14011,2241760,3
2018,2,1,516954.0,1412613.0,1888741.0,14353,2296480,3
2018,2,1,530655.0,1412613.0,1888741.0,14353,2296480,3
2017,2,0,438342.0,863236.0,1737412.0,14011,2241760,3
2017,2,0,449857.0,863236.0,1737412.0,14011,2241760,3
2018,2,0,465424.0,959780.0,1888741.0,14353,2296480,3
2018,2,0,474010.0,959780.0,1888741.0,14353,2296480,3
2017,2,2,450647.0,990908.0,1737412.0,14011,2241760,3
2017,2,2,462768.0,990908.0,1737412.0,14011,2241760,3
2018,2,2,481425.0,1107778.0,1888741.0,14353,2296480,3
2018,2,2,492114.0,1107778.0,1888741.0,14353,2296480,3
2019,2,1,538508.0,1422722.0,2040407.0,14511,2321760,3
2019,2,1,568783.0,1422722.0,2040407.0,14511,2321760,3
2020,2,1,573222.0,1492206.0,2213604.0,17407,2785120,3
2020,2,1,576921.0,1492206.0,2213604.0,17407,2785120,3
2019,2,0,481918.0,935045.0,2040407.0,14511,2321760,3
2019,2,0,499623.0,935045.0,2040407.0,14511,2321760,3
2020,2,0,506010.0,965419.0,2213604.0,17407,2785120,3
2020,2,0,509487.0,965419.0,2213604.0,17407,2785120,3
2019,2,2,499660.0,1096349.0,2040407.0,14511,2321760,3
2019,2,2,520293.0,1096349.0,2040407.0,14511,2321760,3
2020,2,2,527032.0,1140074.0,2213604.0,17407,2785120,3
2020,2,2,530382.0,1140074.0,2213604.0,17407,2785120,3
2021,2,1,604269.0,1465253.0,2460996.0,18271,2923360,3
2021,2,1,624573.0,1465253.0,2460996.0,18271,2923360,3
2022,2,1,647836.0,1483583.0,2238094.0,16501,2640160,3
2022,2,1,686223.0,1483583.0,2238094.0,16501,2640160,3
2021,2,0,524492.0,977029.0,2460996.0,18271,2923360,3
2021,2,0,548327.0,977029.0,2460996.0,18271,2923360,3
2022,2,0,565952.0,1053280.0,2238094.0,16501,2640160,3
2022,2,0,599973.0,1053280.0,2238094.0,16501,2640160,3
2021,2,2,548934.0,1138572.0,2460996.0,18271,2923360,3
2021,2,2,572455.0,1138572.0,2460996.0,18271,2923360,3
2022,2,2,590755.0,1196483.0,2238094.0,16501,2640160,3
2022,2,2,625652.0,1196483.0,2238094.0,16501,2640160,3
2015,0,1,260892.0,447587.0,1581000.0,10104,1616640,3
2015,0,1,274255.0,447587.0,1581000.0,10104,1616640,3
2016,0,1,279240.0,491261.0,1763000.0,10385,1661600,2
2016,0,1,284222.0,491261.0,1763000.0,10385,1661600,2
2015,0,0,251365.0,359111.0,1581000.0,10104,1616640,3
2015,0,0,264450.0,359111.0,1581000.0,10104,1616640,3
2016,0,0,272168.0,383391.0,1763000.0,10385,1661600,2
2016,0,0,273647.0,383391.0,1763000.0,10385,1661600,2
2015,0,2,253869.0,382368.0,1581000.0,10104,1616640,3
2015,0,2,267028.0,382368.0,1581000.0,10104,1616640,3
2016,0,2,274437.0,412617.0,1763000.0,10385,1661600,2
2016,0,2,276216.0,412617.0,1763000.0,10385,1661600,2
2017,0,1,302761.0,558327.0,1908447.0,11234,1797440,2
2017,0,1,307473.0,558327.0,1908447.0,11234,1797440,2
2018,0,1,321620.0,560502.0,2074673.0,11779,1884640,2
2018,0,1,327530.0,560502.0,2074673.0,11779,1884640,2
2017,0,0,285183.0,433581.0,1908447.0,11234,1797440,2
2017,0,0,286434.0,433581.0,1908447.0,11234,1797440,2
2018,0,0,293926.0,444007.0,2074673.0,11779,1884640,2
2018,0,0,299041.0,444007.0,2074673.0,11779,1884640,2
2017,0,2,289705.0,467939.0,1908447.0,11234,1797440,2
2017,0,2,291600.0,467939.0,1908447.0,11234,1797440,2
2018,0,2,301234.0,478451.0,2074673.0,11779,1884640,2
2018,0,2,306926.0,478451.0,2074673.0,11779,1884640,2
2019,0,1,335947.0,570592.0,2241270.0,12575,2012000,2
2019,0,1,344994.0,570592.0,2241270.0,12575,2012000,2
2020,0,1,364654.0,587511.0,2432002.0,14912,2385920,2
2020,0,1,367275.0,587511.0,2432002.0,14912,2385920,2
2019,0,0,304512.0,446555.0,2241270.0,12575,2012000,2
2019,0,0,318866.0,446555.0,2241270.0,12575,2012000,2
2020,0,0,333219.0,466590.0,2432002.0,14912,2385920,2
2020,0,0,335769.0,466590.0,2432002.0,14912,2385920,2
2019,0,2,313620.0,484799.0,2241270.0,12575,2012000,2
2019,0,2,326364.0,484799.0,2241270.0,12575,2012000,2
2020,0,2,342151.0,503976.0,2432002.0,14912,2385920,2
2020,0,2,344944.0,503976.0,2432002.0,14912,2385920,2
2021,0,1,375720.0,622926.0,2432001.0,15224,2435840,3
2021,0,1,392074.0,622926.0,2432001.0,15224,2435840,3
2022,0,1,412358.0,644379.0,2440486.0,13218,2114880,2
2022,0,1,439148.0,644379.0,2440486.0,13218,2114880,2
2021,0,0,347870.0,501084.0,2432001.0,15224,2435840,3
2021,0,0,361365.0,501084.0,2432001.0,15224,2435840,3
2022,0,0,372425.0,542452.0,2440486.0,13218,2114880,2
2022,0,0,392553.0,542452.0,2440486.0,13218,2114880,2
2021,0,2,356329.0,539963.0,2432001.0,15224,2435840,3
2021,0,2,370907.0,539963.0,2432001.0,15224,2435840,3
2022,0,2,384769.0,575672.0,2440486.0,13218,2114880,2
2022,0,2,406732.0,575672.0,2440486.0,13218,2114880,2
2015,1,1,109948.0,538560.0,1581000.0,10104,1616640,3
2015,1,1,112473.0,538560.0,1581000.0,10104,1616640,3
2016,1,1,113248.0,551369.0,1763000.0,10385,1661600,2
2016,1,1,114155.0,551369.0,1763000.0,10385,1661600,2
2015,1,0,74918.0,294748.0,1581000.0,10104,1616640,3
2015,1,0,81638.0,294748.0,1581000.0,10104,1616640,3
2016,1,0,82510.0,311439.0,1763000.0,10385,1661600,2
2016,1,0,84145.0,311439.0,1763000.0,10385,1661600,2
2015,1,2,84127.0,358838.0,1581000.0,10104,1616640,3
2015,1,2,89744.0,358838.0,1581000.0,10104,1616640,3
2016,1,2,90485.0,376444.0,1763000.0,10385,1661600,2
2016,1,2,92376.0,376444.0,1763000.0,10385,1661600,2
2017,1,1,117466.0,569779.0,1908447.0,11234,1797440,2
2017,1,1,119599.0,569779.0,1908447.0,11234,1797440,2
2018,1,1,122626.0,616817.0,2074673.0,11779,1884640,2
2018,1,1,125522.0,616817.0,2074673.0,11779,1884640,2
2017,1,0,86711.0,309728.0,1908447.0,11234,1797440,2
2017,1,0,90615.0,309728.0,1908447.0,11234,1797440,2
2018,1,0,92038.0,371716.0,2074673.0,11779,1884640,2
2018,1,0,93160.0,371716.0,2074673.0,11779,1884640,2
2017,1,2,95176.0,381353.0,1908447.0,11234,1797440,2
2017,1,2,98583.0,381353.0,1908447.0,11234,1797440,2
2018,1,2,101073.0,444185.0,2074673.0,11779,1884640,2
2018,1,2,102954.0,444185.0,2074673.0,11779,1884640,2
2019,1,1,127707.0,620054.0,2241270.0,12575,2012000,2
2019,1,1,132077.0,620054.0,2241270.0,12575,2012000,2
2020,1,1,136066.0,643043.0,2432002.0,14912,2385920,2
2020,1,1,137055.0,643043.0,2432002.0,14912,2385920,2
2019,1,0,94425.0,365841.0,2241270.0,12575,2012000,2
2019,1,0,97828.0,365841.0,2241270.0,12575,2012000,2
2020,1,0,100624.0,393202.0,2432002.0,14912,2385920,2
2020,1,0,101339.0,393202.0,2432002.0,14912,2385920,2
2019,1,2,104689.0,444224.0,2241270.0,12575,2012000,2
2019,1,2,108311.0,444224.0,2241270.0,12575,2012000,2
2020,1,2,111581.0,470447.0,2432002.0,14912,2385920,2
2020,1,2,112551.0,470447.0,2432002.0,14912,2385920,2
2021,1,1,140283.0,693670.0,2432001.0,15224,2435840,3
2021,1,1,143059.0,693670.0,2432001.0,15224,2435840,3
2022,1,1,148109.0,674903.0,2440486.0,13218,2114880,2
2022,1,1,156844.0,674903.0,2440486.0,13218,2114880,2
2021,1,0,103341.0,395456.0,2432001.0,15224,2435840,3
2021,1,0,111553.0,395456.0,2432001.0,15224,2435840,3
2022,1,0,120198.0,414416.0,2440486.0,13218,2114880,2
2022,1,0,130606.0,414416.0,2440486.0,13218,2114880,2
2021,1,2,115110.0,490615.0,2432001.0,15224,2435840,3
2021,1,2,121713.0,490615.0,2432001.0,15224,2435840,3
2022,1,2,129270.0,499314.0,2440486.0,13218,2114880,2
2022,1,2,139260.0,499314.0,2440486.0,13218,2114880,2
2015,2,1,370839.0,986147.0,1581000.0,10104,1616640,3
2015,2,1,386728.0,986147.0,1581000.0,10104,1616640,3
2016,2,1,392488.0,1042631.0,1763000.0,10385,1661600,2
2016,2,1,398378.0,1042631.0,1763000.0,10385,1661600,2
2015,2,0,326283.0,653859.0,1581000.0,10104,1616640,3
2015,2,0,346088.0,653859.0,1581000.0,10104,1616640,3
2016,2,0,354678.0,694830.0,1763000.0,10385,1661600,2
2016,2,0,357792.0,694830.0,1763000.0,10385,1661600,2
2015,2,2,337996.0,741206.0,1581000.0,10104,1616640,3
2015,2,2,356772.0,741206.0,1581000.0,10104,1616640,3
2016,2,2,364922.0,789061.0,1763000.0,10385,1661600,2
2016,2,2,368592.0,789061.0,1763000.0,10385,1661600,2
2017,2,1,420227.0,1128106.0,1908447.0,11234,1797440,2
2017,2,1,427072.0,1128106.0,1908447.0,11234,1797440,2
2018,2,1,444246.0,1177319.0,2074673.0,11779,1884640,2
2018,2,1,453053.0,1177319.0,2074673.0,11779,1884640,2
2017,2,0,371894.0,743310.0,1908447.0,11234,1797440,2
2017,2,0,377049.0,743310.0,1908447.0,11234,1797440,2
2018,2,0,385965.0,815724.0,2074673.0,11779,1884640,2
2018,2,0,392201.0,815724.0,2074673.0,11779,1884640,2
2017,2,2,384881.0,849293.0,1908447.0,11234,1797440,2
2017,2,2,390183.0,849293.0,1908447.0,11234,1797440,2
2018,2,2,402307.0,922637.0,2074673.0,11779,1884640,2
2018,2,2,409880.0,922637.0,2074673.0,11779,1884640,2
2019,2,1,463654.0,1190647.0,2241270.0,12575,2012000,2
2019,2,1,477071.0,1190647.0,2241270.0,12575,2012000,2
2020,2,1,500720.0,1230554.0,2432002.0,14912,2385920,2
2020,2,1,504330.0,1230554.0,2432002.0,14912,2385920,2
2019,2,0,398937.0,812396.0,2241270.0,12575,2012000,2
2019,2,0,416694.0,812396.0,2241270.0,12575,2012000,2
2020,2,0,433843.0,859792.0,2432002.0,14912,2385920,2
2020,2,0,437107.0,859792.0,2432002.0,14912,2385920,2
2019,2,2,418309.0,929024.0,2241270.0,12575,2012000,2
2019,2,2,434675.0,929024.0,2241270.0,12575,2012000,2
2020,2,2,453732.0,974423.0,2432002.0,14912,2385920,2
2020,2,2,457495.0,974423.0,2432002.0,14912,2385920,2
2021,2,1,516003.0,1316597.0,2432001.0,15224,2435840,3
2021,2,1,535133.0,1316597.0,2432001.0,15224,2435840,3
2022,2,1,560467.0,1319283.0,2440486.0,13218,2114880,2
2022,2,1,595992.0,1319283.0,2440486.0,13218,2114880,2
2021,2,0,451211.0,896541.0,2432001.0,15224,2435840,3
2021,2,0,472918.0,896541.0,2432001.0,15224,2435840,3
2022,2,0,492623.0,956868.0,2440486.0,13218,2114880,2
2022,2,0,523159.0,956868.0,2440486.0,13218,2114880,2
2021,2,2,471439.0,1030578.0,2432001.0,15224,2435840,3
2021,2,2,492620.0,1030578.0,2432001.0,15224,2435840,3
2022,2,2,514039.0,1074987.0,2440486.0,13218,2114880,2
2022,2,2,545992.0,1074987.0,2440486.0,13218,2114880,2
2015,0,1,330178.0,606905.0,2100000.0,12660,2025600,2
2015,0,1,362214.0,606905.0,2100000.0,12660,2025600,2
2016,0,1,365938.0,633225.0,2341500.0,14257,2281120,2
2016,0,1,387559.0,633225.0,2341500.0,14257,2281120,2
2015,0,0,375657.0,551553.0,2100000.0,12660,2025600,2
2015,0,0,406405.0,551553.0,2100000.0,12660,2025600,2
2016,0,0,409399.0,558613.0,2341500.0,14257,2281120,2
2016,0,0,427177.0,558613.0,2341500.0,14257,2281120,2
2015,0,2,353260.0,578812.0,2100000.0,12660,2025600,2
2015,0,2,384643.0,578812.0,2100000.0,12660,2025600,2
2016,0,2,388454.0,596381.0,2341500.0,14257,2281120,2
2016,0,2,407858.0,596381.0,2341500.0,14257,2281120,2
2017,0,1,400464.0,784861.0,2538673.0,14822,2371520,2
2017,0,1,421894.0,784861.0,2538673.0,14822,2371520,2
2018,0,1,442588.0,757618.0,2755444.0,15818,2530880,2
2018,0,1,469429.0,757618.0,2755444.0,15818,2530880,2
2017,0,0,449106.0,651144.0,2538673.0,14822,2371520,2
2017,0,0,464559.0,651144.0,2538673.0,14822,2371520,2
2018,0,0,472431.0,655645.0,2755444.0,15818,2530880,2
2018,0,0,495542.0,655645.0,2755444.0,15818,2530880,2
2017,0,2,424845.0,721045.0,2538673.0,14822,2371520,2
2017,0,2,441580.0,721045.0,2538673.0,14822,2371520,2
2018,0,2,457834.0,710401.0,2755444.0,15818,2530880,2
2018,0,2,482102.0,710401.0,2755444.0,15818,2530880,2
2019,0,1,480596.0,807682.0,2976706.0,17373,2779680,2
2019,0,1,504235.0,807682.0,2976706.0,17373,2779680,2
2020,0,1,507398.0,812631.0,3230024.0,15763,2522080,2
2020,0,1,511872.0,812631.0,3230024.0,15763,2522080,2
2019,0,0,507100.0,682642.0,2976706.0,17373,2779680,2
2019,0,0,541062.0,682642.0,2976706.0,17373,2779680,2
2020,0,0,543077.0,720007.0,3230024.0,15763,2522080,2
2020,0,0,546174.0,720007.0,3230024.0,15763,2522080,2
2019,0,2,492693.0,751640.0,2976706.0,17373,2779680,2
2019,0,2,521298.0,751640.0,2976706.0,17373,2779680,2
2020,0,2,524371.0,771121.0,3230024.0,15763,2522080,2
2020,0,2,528771.0,771121.0,3230024.0,15763,2522080,2
2021,0,1,525236.0,826951.0,3000804.0,17692,2830720,2
2021,0,1,538158.0,826951.0,3000804.0,17692,2830720,2
2022,0,1,561881.0,906502.0,3264884.0,18132,2901120,2
2022,0,1,605177.0,906502.0,3264884.0,18132,2901120,2
2021,0,0,566074.0,726610.0,3000804.0,17692,2830720,2
2021,0,0,576533.0,726610.0,3000804.0,17692,2830720,2
2022,0,0,600254.0,848494.0,3264884.0,18132,2901120,2
2022,0,0,641806.0,848494.0,3264884.0,18132,2901120,2
2021,0,2,544017.0,783203.0,3000804.0,17692,2830720,2
2021,0,2,555279.0,783203.0,3000804.0,17692,2830720,2
2022,0,2,579537.0,881622.0,3264884.0,18132,2901120,2
2022,0,2,622068.0,881622.0,3264884.0,18132,2901120,2
2015,1,1,145300.0,613072.0,2100000.0,12660,2025600,2
2015,1,1,154621.0,613072.0,2100000.0,12660,2025600,2
2016,1,1,155835.0,722576.0,2341500.0,14257,2281120,2
2016,1,1,166122.0,722576.0,2341500.0,14257,2281120,2
2015,1,0,125875.0,467700.0,2100000.0,12660,2025600,2
2015,1,0,136327.0,467700.0,2100000.0,12660,2025600,2
2016,1,0,137599.0,505734.0,2341500.0,14257,2281120,2
2016,1,0,146405.0,505734.0,2341500.0,14257,2281120,2
2015,1,2,135441.0,539290.0,2100000.0,12660,2025600,2
2015,1,2,145336.0,539290.0,2100000.0,12660,2025600,2
2016,1,2,145776.0,615498.0,2341500.0,14257,2281120,2
2016,1,2,156533.0,615498.0,2341500.0,14257,2281120,2
2017,1,1,170765.0,795826.0,2538673.0,14822,2371520,2
2017,1,1,173137.0,795826.0,2538673.0,14822,2371520,2
2018,1,1,180347.0,838278.0,2755444.0,15818,2530880,2
2018,1,1,186718.0,838278.0,2755444.0,15818,2530880,2
2017,1,0,153836.0,469208.0,2538673.0,14822,2371520,2
2017,1,0,158552.0,469208.0,2538673.0,14822,2371520,2
2018,1,0,165869.0,559284.0,2755444.0,15818,2530880,2
2018,1,0,176561.0,559284.0,2755444.0,15818,2530880,2
2017,1,2,162685.0,639949.0,2538673.0,14822,2371520,2
2017,1,2,166347.0,639949.0,2538673.0,14822,2371520,2
2018,1,2,173633.0,709094.0,2755444.0,15818,2530880,2
2018,1,2,182017.0,709094.0,2755444.0,15818,2530880,2
2019,1,1,190458.0,883969.0,2976706.0,17373,2779680,2
2019,1,1,200912.0,883969.0,2976706.0,17373,2779680,2
2020,1,1,203236.0,854352.0,3230024.0,15763,2522080,2
2020,1,1,204588.0,854352.0,3230024.0,15763,2522080,2
2019,1,0,178334.0,603651.0,2976706.0,17373,2779680,2
2019,1,0,184681.0,603651.0,2976706.0,17373,2779680,2
2020,1,0,189493.0,578492.0,3230024.0,15763,2522080,2
2020,1,0,190676.0,578492.0,3230024.0,15763,2522080,2
2019,1,2,185024.0,758333.0,2976706.0,17373,2779680,2
2019,1,2,193549.0,758333.0,2976706.0,17373,2779680,2
2020,1,2,197084.0,730722.0,3230024.0,15763,2522080,2
2020,1,2,198343.0,730722.0,3230024.0,15763,2522080,2
2021,1,1,212698.0,859389.0,3000804.0,17692,2830720,2
2021,1,1,215609.0,859389.0,3000804.0,17692,2830720,2
2022,1,1,223107.0,874034.0,3264884.0,18132,2901120,2
2022,1,1,231249.0,874034.0,3264884.0,18132,2901120,2
2021,1,0,202340.0,606125.0,3000804.0,17692,2830720,2
2021,1,0,214613.0,606125.0,3000804.0,17692,2830720,2
2022,1,0,220289.0,637672.0,3264884.0,18132,2901120,2
2022,1,0,231037.0,637672.0,3264884.0,18132,2901120,2
2021,1,2,208186.0,748970.0,3000804.0,17692,2830720,2
2021,1,2,215178.0,748970.0,3000804.0,17692,2830720,2
2022,1,2,221901.0,772658.0,3264884.0,18132,2901120,2
2022,1,2,231158.0,772658.0,3264884.0,18132,2901120,2
2015,2,1,475478.0,1219977.0,2100000.0,12660,2025600,2
2015,2,1,516835.0,1219977.0,2100000.0,12660,2025600,2
2016,2,1,521773.0,1355801.0,2341500.0,14257,2281120,2
2016,2,1,553681.0,1355801.0,2341500.0,14257,2281120,2
2015,2,0,501532.0,1019252.0,2100000.0,12660,2025600,2
2015,2,0,542732.0,1019252.0,2100000.0,12660,2025600,2
2016,2,0,546998.0,1064347.0,2341500.0,14257,2281120,2
2016,2,0,573582.0,1064347.0,2341500.0,14257,2281120,2
2015,2,2,488701.0,1118101.0,2100000.0,12660,2025600,2
2015,2,2,529979.0,1118101.0,2100000.0,12660,2025600,2
2016,2,2,534230.0,1211879.0,2341500.0,14257,2281120,2
2016,2,2,564391.0,1211879.0,2341500.0,14257,2281120,2
2017,2,1,571229.0,1580688.0,2538673.0,14822,2371520,2
2017,2,1,595031.0,1580688.0,2538673.0,14822,2371520,2
2018,2,1,622935.0,1595898.0,2755444.0,15818,2530880,2
2018,2,1,656148.0,1595898.0,2755444.0,15818,2530880,2
2017,2,0,602942.0,1120353.0,2538673.0,14822,2371520,2
2017,2,0,623111.0,1120353.0,2538673.0,14822,2371520,2
2018,2,0,638300.0,1214929.0,2755444.0,15818,2530880,2
2018,2,0,672104.0,1214929.0,2755444.0,15818,2530880,2
2017,2,2,587530.0,1360994.0,2538673.0,14822,2371520,2
2017,2,2,607927.0,1360994.0,2538673.0,14822,2371520,2
2018,2,2,631467.0,1419495.0,2755444.0,15818,2530880,2
2018,2,2,664120.0,1419495.0,2755444.0,15818,2530880,2
2019,2,1,671054.0,1691651.0,2976706.0,17373,2779680,2
2019,2,1,705147.0,1691651.0,2976706.0,17373,2779680,2
2020,2,1,710634.0,1666984.0,3230024.0,15763,2522080,2
2020,2,1,716460.0,1666984.0,3230024.0,15763,2522080,2
2019,2,0,685433.0,1286293.0,2976706.0,17373,2779680,2
2019,2,0,725743.0,1286293.0,2976706.0,17373,2779680,2
2020,2,0,732570.0,1298500.0,3230024.0,15763,2522080,2
2020,2,0,736850.0,1298500.0,3230024.0,15763,2522080,2
2019,2,2,677717.0,1509974.0,2976706.0,17373,2779680,2
2019,2,2,714847.0,1509974.0,2976706.0,17373,2779680,2
2020,2,2,721455.0,1501843.0,3230024.0,15763,2522080,2
2020,2,2,727114.0,1501843.0,3230024.0,15763,2522080,2
2021,2,1,737934.0,1686340.0,3000804.0,17692,2830720,2
2021,2,1,753768.0,1686340.0,3000804.0,17692,2830720,2
2022,2,1,784988.0,1780536.0,3264884.0,18132,2901120,2
2022,2,1,836425.0,1780536.0,3264884.0,18132,2901120,2
2021,2,0,768414.0,1332735.0,3000804.0,17692,2830720,2
2021,2,0,791146.0,1332735.0,3000804.0,17692,2830720,2
2022,2,0,820543.0,1486167.0,3264884.0,18132,2901120,2
2022,2,0,872843.0,1486167.0,3264884.0,18132,2901120,2
2021,2,2,752203.0,1532174.0,3000804.0,17692,2830720,2
2021,2,2,770457.0,1532174.0,3000804.0,17692,2830720,2
2022,2,2,801438.0,1654280.0,3264884.0,18132,2901120,2
2022,2,2,853226.0,1654280.0,3264884.0,18132,2901120,2
2015,0,1,298998.0,625859.0,1954000.0,18863,3018080,3
2015,0,1,318580.0,625859.0,1954000.0,18863,3018080,3
2016,0,1,326014.0,714538.0,2178710.0,21019,3363040,3
2016,0,1,334582.0,714538.0,2178710.0,21019,3363040,3
2015,0,0,316511.0,480875.0,1954000.0,18863,3018080,3
2015,0,0,343566.0,480875.0,1954000.0,18863,3018080,3
2016,0,0,353153.0,502046.0,2178710.0,21019,3363040,3
2016,0,0,366411.0,502046.0,2178710.0,21019,3363040,3
2015,0,2,301870.0,602071.0,1954000.0,18863,3018080,3
2015,0,2,322677.0,602071.0,1954000.0,18863,3018080,3
2016,0,2,330442.0,681525.0,2178710.0,21019,3363040,3
2016,0,2,339924.0,681525.0,2178710.0,21019,3363040,3
2017,0,1,340729.0,794255.0,2358454.0,19832,3173120,3
2017,0,1,357478.0,794255.0,2358454.0,19832,3173120,3
2018,0,1,373829.0,774057.0,2563875.0,23212,3713920,3
2018,0,1,376276.0,774057.0,2563875.0,23212,3713920,3
2017,0,0,375168.0,562677.0,2358454.0,19832,3173120,3
2017,0,0,387266.0,562677.0,2358454.0,19832,3173120,3
2018,0,0,396882.0,590286.0,2563875.0,23212,3713920,3
2018,0,0,405549.0,590286.0,2563875.0,23212,3713920,3
2017,0,2,346267.0,759543.0,2358454.0,19832,3173120,3
2017,0,2,362339.0,759543.0,2358454.0,19832,3173120,3
2018,0,2,377389.0,747943.0,2563875.0,23212,3713920,3
2018,0,2,379602.0,747943.0,2563875.0,23212,3713920,3
2019,0,1,393859.0,809149.0,2769754.0,22912,3665920,3
2019,0,1,397193.0,809149.0,2769754.0,22912,3665920,3
2020,0,1,406556.0,819974.0,3005460.0,25032,4005120,3
2020,0,1,408172.0,819974.0,3005460.0,25032,4005120,3
2019,0,0,412190.0,610033.0,2769754.0,22912,3665920,3
2019,0,0,429322.0,610033.0,2769754.0,22912,3665920,3
2020,0,0,442464.0,623234.0,3005460.0,25032,4005120,3
2020,0,0,444217.0,623234.0,3005460.0,25032,4005120,3
2019,0,2,396007.0,789056.0,2769754.0,22912,3665920,3
2019,0,2,400070.0,789056.0,2769754.0,22912,3665920,3
